review_id,service_id,review_text,claim_type
4587,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Rebuttal
4588,9,My Mental Health Counseling experience was frustrating. I had to wait for a long time.,Claim
4589,5,I appreciated the clarity of the process during the Physical Therapy.,Evidence
4590,8,The Dental Cleaning was quick and painless. Highly recommend it.,Rebuttal
4591,5,The Physical Therapy was conducted efficiently and professionally.,Rebuttal
4592,6,The MRI Scan was quick and painless. Highly recommend it.,Rebuttal
4593,1,The X-ray Imaging was conducted efficiently and professionally.,Counterclaim
4594,2,The General Checkup didn't meet my expectations at all.,Evidence
4595,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Rebuttal
4596,7,I felt rushed through the Flu Shot. It wasn’t personalized at all.,Rebuttal
4597,3,I appreciated the clarity of the process during the Blood Test.,Claim
4598,9,My Mental Health Counseling experience was frustrating. I had to wait for a long time.,Counterclaim
4599,7,I had an awful experience with the Flu Shot. The staff was rude.,Evidence
4600,1,I had an awful experience with the X-ray Imaging. The staff was rude.,Rebuttal
4601,9,"The Mental Health Counseling was painful, and I wouldn't recommend it to anyone.",Counterclaim
4602,2,"I was not satisfied with the General Checkup results, it didn’t work for me.",Rebuttal
4603,1,The X-ray Imaging was quick and painless. Highly recommend it.,Claim
4604,9,I felt well-cared for during my Mental Health Counseling procedure.,Counterclaim
4605,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Evidence
4606,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Evidence
4607,2,I don’t think the General Checkup was necessary. It didn’t help at all.,Rebuttal
4608,7,"The Flu Shot was done with precision, and I felt at ease.",Counterclaim
4609,10,I felt very comfortable during the Chiropractic Adjustment. The procedure was seamless.,Claim
4610,1,The X-ray Imaging was exactly what I needed to feel better.,Rebuttal
4611,2,Everything about the General Checkup went smoothly and as expected.,Evidence
4612,4,I felt very comfortable during the Vaccination. The procedure was seamless.,Counterclaim
4613,4,I had a great experience with the Vaccination. The staff was very helpful.,Rebuttal
4614,10,I don’t think the Chiropractic Adjustment was necessary. It didn’t help at all.,Rebuttal
4615,10,I had an awful experience with the Chiropractic Adjustment. The staff was rude.,Counterclaim
4616,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Claim
4617,3,"The Blood Test was done with precision, and I felt at ease.",Evidence
4618,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Evidence
4619,2,"The General Checkup was painful, and I wouldn't recommend it to anyone.",Counterclaim
4620,7,I appreciated the clarity of the process during the Flu Shot.,Rebuttal
4621,10,The Chiropractic Adjustment was exactly what I needed to feel better.,Counterclaim
4622,3,"The Blood Test took way too long, and I felt uncomfortable throughout.",Rebuttal
4623,6,I appreciated the clarity of the process during the MRI Scan.,Rebuttal
4624,1,The X-ray Imaging was conducted efficiently and professionally.,Counterclaim
4625,5,I felt very comfortable during the Physical Therapy. The procedure was seamless.,Rebuttal
4626,8,I felt rushed through the Dental Cleaning. It wasn’t personalized at all.,Claim
4627,5,Everything about the Physical Therapy went smoothly and as expected.,Claim
4628,4,The Vaccination was thorough and informative. Great service.,Counterclaim
4629,3,I felt well-cared for during my Blood Test procedure.,Counterclaim
4630,9,Everything about the Mental Health Counseling went smoothly and as expected.,Claim
4631,3,"The Blood Test was done with precision, and I felt at ease.",Claim
4632,9,My Mental Health Counseling experience was frustrating. I had to wait for a long time.,Claim
4633,6,The MRI Scan was thorough and informative. Great service.,Evidence
4634,10,I felt well-cared for during my Chiropractic Adjustment procedure.,Claim
4635,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Evidence
4636,4,I felt well-cared for during my Vaccination procedure.,Claim
4637,8,I had an awful experience with the Dental Cleaning. The staff was rude.,Counterclaim
4638,7,I felt well-cared for during my Flu Shot procedure.,Counterclaim
4639,1,"I was not satisfied with the X-ray Imaging results, it didn’t work for me.",Evidence
4640,6,Everything about the MRI Scan went smoothly and as expected.,Evidence
4641,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Evidence
4642,2,The General Checkup was quick and painless. Highly recommend it.,Claim
4643,2,"The staff didn’t explain the General Checkup procedure well, which left me confused.",Claim
4644,6,I don’t think the MRI Scan was necessary. It didn’t help at all.,Evidence
4645,7,I felt well-cared for during my Flu Shot procedure.,Evidence
4646,3,I appreciated the clarity of the process during the Blood Test.,Evidence
4647,4,"I was not satisfied with the Vaccination results, it didn’t work for me.",Rebuttal
4648,9,I felt well-cared for during my Mental Health Counseling procedure.,Claim
4649,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Counterclaim
4650,10,My Chiropractic Adjustment experience was frustrating. I had to wait for a long time.,Rebuttal
4651,3,The staff made the Blood Test process easy and stress-free.,Rebuttal
4652,3,The staff made the Blood Test process easy and stress-free.,Evidence
4653,5,The Physical Therapy was conducted efficiently and professionally.,Rebuttal
4654,8,I felt rushed through the Dental Cleaning. It wasn’t personalized at all.,Evidence
4655,6,My MRI Scan experience was frustrating. I had to wait for a long time.,Counterclaim
4656,8,The Dental Cleaning was quick and painless. Highly recommend it.,Evidence
4657,3,"The staff didn’t explain the Blood Test procedure well, which left me confused.",Evidence
4658,7,I felt well-cared for during my Flu Shot procedure.,Claim
4659,5,The Physical Therapy was quick and painless. Highly recommend it.,Counterclaim
4660,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Evidence
4661,9,"I was not satisfied with the Mental Health Counseling results, it didn’t work for me.",Rebuttal
4662,6,The MRI Scan was exactly what I needed to feel better.,Rebuttal
4663,5,The staff made the Physical Therapy process easy and stress-free.,Rebuttal
4664,9,The Mental Health Counseling was thorough and informative. Great service.,Rebuttal
4665,3,The Blood Test was conducted efficiently and professionally.,Claim
4666,3,"The Blood Test took way too long, and I felt uncomfortable throughout.",Counterclaim
4667,3,I felt very comfortable during the Blood Test. The procedure was seamless.,Rebuttal
4668,10,The Chiropractic Adjustment was thorough and informative. Great service.,Counterclaim
4669,5,My Physical Therapy experience was frustrating. I had to wait for a long time.,Claim
4670,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Claim
4671,8,The Dental Cleaning didn't meet my expectations at all.,Counterclaim
4672,5,The staff made the Physical Therapy process easy and stress-free.,Counterclaim
4673,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Counterclaim
4674,5,The Physical Therapy was exactly what I needed to feel better.,Counterclaim
4675,1,I felt very comfortable during the X-ray Imaging. The procedure was seamless.,Rebuttal
4676,8,I appreciated the clarity of the process during the Dental Cleaning.,Evidence
4677,4,"I was not satisfied with the Vaccination results, it didn’t work for me.",Evidence
4678,4,My Vaccination experience was frustrating. I had to wait for a long time.,Claim
4679,2,"The General Checkup was painful, and I wouldn't recommend it to anyone.",Evidence
4680,8,The Dental Cleaning was exactly what I needed to feel better.,Counterclaim
4681,10,The Chiropractic Adjustment was thorough and informative. Great service.,Counterclaim
4682,1,My X-ray Imaging experience was frustrating. I had to wait for a long time.,Rebuttal
4683,6,The MRI Scan didn't meet my expectations at all.,Evidence
4684,9,I felt rushed through the Mental Health Counseling. It wasn’t personalized at all.,Counterclaim
4685,2,I felt well-cared for during my General Checkup procedure.,Claim
4686,2,"The General Checkup was done with precision, and I felt at ease.",Rebuttal
4687,7,Everything about the Flu Shot went smoothly and as expected.,Counterclaim
4688,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Counterclaim
4689,1,My X-ray Imaging experience was frustrating. I had to wait for a long time.,Counterclaim
4690,10,The staff made the Chiropractic Adjustment process easy and stress-free.,Counterclaim
4691,3,I appreciated the clarity of the process during the Blood Test.,Counterclaim
4692,1,The X-ray Imaging didn't meet my expectations at all.,Counterclaim
4693,4,I felt very comfortable during the Vaccination. The procedure was seamless.,Evidence
4694,4,The staff made the Vaccination process easy and stress-free.,Evidence
4695,9,The Mental Health Counseling was thorough and informative. Great service.,Rebuttal
4696,1,The staff made the X-ray Imaging process easy and stress-free.,Counterclaim
4697,1,The X-ray Imaging was conducted efficiently and professionally.,Rebuttal
4698,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Counterclaim
4699,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Claim
4700,10,The Chiropractic Adjustment was conducted efficiently and professionally.,Rebuttal
4701,3,The Blood Test was quick and painless. Highly recommend it.,Claim
4702,7,The Flu Shot was exactly what I needed to feel better.,Rebuttal
4703,5,I felt well-cared for during my Physical Therapy procedure.,Claim
4704,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Claim
4705,6,The MRI Scan was quick and painless. Highly recommend it.,Counterclaim
4706,9,Everything about the Mental Health Counseling went smoothly and as expected.,Claim
4707,9,I felt rushed through the Mental Health Counseling. It wasn’t personalized at all.,Rebuttal
4708,2,I had an awful experience with the General Checkup. The staff was rude.,Counterclaim
4709,3,The Blood Test was conducted efficiently and professionally.,Rebuttal
4710,1,"The X-ray Imaging was painful, and I wouldn't recommend it to anyone.",Rebuttal
4711,8,My Dental Cleaning experience was frustrating. I had to wait for a long time.,Claim
4712,8,I appreciated the clarity of the process during the Dental Cleaning.,Evidence
4713,4,I appreciated the clarity of the process during the Vaccination.,Evidence
4714,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Counterclaim
4715,9,The Mental Health Counseling was conducted efficiently and professionally.,Claim
4716,2,I appreciated the clarity of the process during the General Checkup.,Counterclaim
4717,9,The Mental Health Counseling didn't meet my expectations at all.,Claim
4718,6,I had an awful experience with the MRI Scan. The staff was rude.,Rebuttal
4719,4,My Vaccination experience was frustrating. I had to wait for a long time.,Claim
4720,2,I had an awful experience with the General Checkup. The staff was rude.,Claim
4721,7,I don’t think the Flu Shot was necessary. It didn’t help at all.,Rebuttal
4722,4,I felt very comfortable during the Vaccination. The procedure was seamless.,Rebuttal
4723,9,I appreciated the clarity of the process during the Mental Health Counseling.,Claim
4724,2,The General Checkup was exactly what I needed to feel better.,Counterclaim
4725,2,The General Checkup was exactly what I needed to feel better.,Evidence
4726,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Evidence
4727,10,The Chiropractic Adjustment was exactly what I needed to feel better.,Rebuttal
4728,1,The X-ray Imaging was conducted efficiently and professionally.,Counterclaim
4729,5,The Physical Therapy was exactly what I needed to feel better.,Rebuttal
4730,3,I felt very comfortable during the Blood Test. The procedure was seamless.,Claim
4731,1,"The staff didn’t explain the X-ray Imaging procedure well, which left me confused.",Evidence
4732,6,The MRI Scan didn't meet my expectations at all.,Claim
4733,7,I appreciated the clarity of the process during the Flu Shot.,Claim
4734,1,The staff made the X-ray Imaging process easy and stress-free.,Counterclaim
4735,4,I don’t think the Vaccination was necessary. It didn’t help at all.,Evidence
4736,10,I had an awful experience with the Chiropractic Adjustment. The staff was rude.,Evidence
4737,5,"The Physical Therapy was painful, and I wouldn't recommend it to anyone.",Rebuttal
4738,7,I had an awful experience with the Flu Shot. The staff was rude.,Counterclaim
4739,6,I felt well-cared for during my MRI Scan procedure.,Claim
4740,8,The Dental Cleaning was conducted efficiently and professionally.,Rebuttal
4741,5,The staff made the Physical Therapy process easy and stress-free.,Evidence
4742,3,I had an awful experience with the Blood Test. The staff was rude.,Claim
4743,7,I felt very comfortable during the Flu Shot. The procedure was seamless.,Rebuttal
4744,5,The Physical Therapy was thorough and informative. Great service.,Rebuttal
4745,7,The Flu Shot was conducted efficiently and professionally.,Evidence
4746,1,The staff made the X-ray Imaging process easy and stress-free.,Claim
4747,5,The Physical Therapy was exactly what I needed to feel better.,Counterclaim
4748,1,I had a great experience with the X-ray Imaging. The staff was very helpful.,Evidence
4749,2,"The staff didn’t explain the General Checkup procedure well, which left me confused.",Rebuttal
4750,9,"The Mental Health Counseling was done with precision, and I felt at ease.",Rebuttal
4751,8,The Dental Cleaning was exactly what I needed to feel better.,Rebuttal
4752,3,The Blood Test didn't meet my expectations at all.,Counterclaim
4753,5,I had a great experience with the Physical Therapy. The staff was very helpful.,Evidence
4754,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Counterclaim
4755,4,I felt well-cared for during my Vaccination procedure.,Rebuttal
4756,9,I felt rushed through the Mental Health Counseling. It wasn’t personalized at all.,Rebuttal
4757,6,My MRI Scan experience was frustrating. I had to wait for a long time.,Claim
4758,6,"The MRI Scan was done with precision, and I felt at ease.",Counterclaim
4759,9,I had a great experience with the Mental Health Counseling. The staff was very helpful.,Evidence
4760,7,The staff made the Flu Shot process easy and stress-free.,Evidence
4761,5,I felt rushed through the Physical Therapy. It wasn’t personalized at all.,Evidence
4762,6,I felt well-cared for during my MRI Scan procedure.,Claim
4763,1,The staff made the X-ray Imaging process easy and stress-free.,Claim
4764,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Rebuttal
4765,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Rebuttal
4766,6,"The MRI Scan was done with precision, and I felt at ease.",Rebuttal
4767,9,"The staff didn’t explain the Mental Health Counseling procedure well, which left me confused.",Claim
4768,3,I appreciated the clarity of the process during the Blood Test.,Evidence
4769,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Counterclaim
4770,6,"I was not satisfied with the MRI Scan results, it didn’t work for me.",Evidence
4771,2,"I was not satisfied with the General Checkup results, it didn’t work for me.",Counterclaim
4772,7,Everything about the Flu Shot went smoothly and as expected.,Evidence
4773,1,I had a great experience with the X-ray Imaging. The staff was very helpful.,Rebuttal
4774,6,I felt very comfortable during the MRI Scan. The procedure was seamless.,Counterclaim
4775,5,My Physical Therapy experience was frustrating. I had to wait for a long time.,Rebuttal
4776,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Rebuttal
4777,10,"The Chiropractic Adjustment was done with precision, and I felt at ease.",Claim
4778,1,"The X-ray Imaging was painful, and I wouldn't recommend it to anyone.",Rebuttal
4779,5,"The Physical Therapy was painful, and I wouldn't recommend it to anyone.",Evidence
4780,2,The General Checkup was conducted efficiently and professionally.,Claim
4781,4,"The Vaccination was painful, and I wouldn't recommend it to anyone.",Rebuttal
4782,5,I had an awful experience with the Physical Therapy. The staff was rude.,Rebuttal
4783,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Counterclaim
4784,6,"The staff didn’t explain the MRI Scan procedure well, which left me confused.",Counterclaim
4785,8,The Dental Cleaning didn't meet my expectations at all.,Evidence
4786,2,The General Checkup was quick and painless. Highly recommend it.,Rebuttal
4787,1,The staff made the X-ray Imaging process easy and stress-free.,Claim
4788,9,The Mental Health Counseling didn't meet my expectations at all.,Counterclaim
4789,6,I appreciated the clarity of the process during the MRI Scan.,Rebuttal
4790,10,The Chiropractic Adjustment was thorough and informative. Great service.,Counterclaim
4791,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Rebuttal
4792,8,The Dental Cleaning was exactly what I needed to feel better.,Claim
4793,1,The staff made the X-ray Imaging process easy and stress-free.,Rebuttal
4794,9,I felt rushed through the Mental Health Counseling. It wasn’t personalized at all.,Evidence
4795,1,I felt very comfortable during the X-ray Imaging. The procedure was seamless.,Counterclaim
4796,5,I felt well-cared for during my Physical Therapy procedure.,Counterclaim
4797,8,The Dental Cleaning was exactly what I needed to feel better.,Counterclaim
4798,7,I felt well-cared for during my Flu Shot procedure.,Claim
4799,10,The Chiropractic Adjustment was conducted efficiently and professionally.,Evidence
4800,6,I felt very comfortable during the MRI Scan. The procedure was seamless.,Rebuttal
4801,5,My Physical Therapy experience was frustrating. I had to wait for a long time.,Rebuttal
4802,5,I don’t think the Physical Therapy was necessary. It didn’t help at all.,Evidence
4803,7,The Flu Shot didn't meet my expectations at all.,Evidence
4804,4,The staff made the Vaccination process easy and stress-free.,Counterclaim
4805,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Evidence
4806,4,The Vaccination was thorough and informative. Great service.,Rebuttal
4807,2,I don’t think the General Checkup was necessary. It didn’t help at all.,Rebuttal
4808,1,I appreciated the clarity of the process during the X-ray Imaging.,Claim
4809,2,I felt well-cared for during my General Checkup procedure.,Claim
4810,2,I had a great experience with the General Checkup. The staff was very helpful.,Counterclaim
4811,2,Everything about the General Checkup went smoothly and as expected.,Claim
4812,3,The Blood Test was quick and painless. Highly recommend it.,Rebuttal
4813,4,I appreciated the clarity of the process during the Vaccination.,Counterclaim
4814,6,I felt very comfortable during the MRI Scan. The procedure was seamless.,Counterclaim
4815,10,The Chiropractic Adjustment was thorough and informative. Great service.,Evidence
4816,10,I felt well-cared for during my Chiropractic Adjustment procedure.,Rebuttal
4817,8,The staff made the Dental Cleaning process easy and stress-free.,Rebuttal
4818,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Claim
4819,2,I had a great experience with the General Checkup. The staff was very helpful.,Rebuttal
4820,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Claim
4821,6,I had a great experience with the MRI Scan. The staff was very helpful.,Rebuttal
4822,2,The General Checkup was thorough and informative. Great service.,Evidence
4823,6,I had an awful experience with the MRI Scan. The staff was rude.,Counterclaim
4824,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Claim
4825,10,"The staff didn’t explain the Chiropractic Adjustment procedure well, which left me confused.",Evidence
4826,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Counterclaim
4827,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Evidence
4828,9,The staff made the Mental Health Counseling process easy and stress-free.,Evidence
4829,6,I felt well-cared for during my MRI Scan procedure.,Rebuttal
4830,9,"The Mental Health Counseling took way too long, and I felt uncomfortable throughout.",Counterclaim
4831,10,I felt very comfortable during the Chiropractic Adjustment. The procedure was seamless.,Rebuttal
4832,3,The Blood Test was exactly what I needed to feel better.,Rebuttal
4833,5,I had a great experience with the Physical Therapy. The staff was very helpful.,Rebuttal
4834,1,"The X-ray Imaging was painful, and I wouldn't recommend it to anyone.",Rebuttal
4835,6,I had a great experience with the MRI Scan. The staff was very helpful.,Claim
4836,1,I felt very comfortable during the X-ray Imaging. The procedure was seamless.,Rebuttal
4837,2,"The staff didn’t explain the General Checkup procedure well, which left me confused.",Counterclaim
4838,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Rebuttal
4839,10,Everything about the Chiropractic Adjustment went smoothly and as expected.,Claim
4840,7,"The Flu Shot took way too long, and I felt uncomfortable throughout.",Counterclaim
4841,6,I appreciated the clarity of the process during the MRI Scan.,Rebuttal
4842,1,"The staff didn’t explain the X-ray Imaging procedure well, which left me confused.",Evidence
4843,5,I had a great experience with the Physical Therapy. The staff was very helpful.,Claim
4844,2,The General Checkup was exactly what I needed to feel better.,Counterclaim
4845,3,"I was not satisfied with the Blood Test results, it didn’t work for me.",Counterclaim
4846,7,I had a great experience with the Flu Shot. The staff was very helpful.,Claim
4847,8,Everything about the Dental Cleaning went smoothly and as expected.,Claim
4848,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Evidence
4849,5,The Physical Therapy was conducted efficiently and professionally.,Rebuttal
4850,3,I felt very comfortable during the Blood Test. The procedure was seamless.,Evidence
4851,3,I felt very comfortable during the Blood Test. The procedure was seamless.,Claim
4852,5,I appreciated the clarity of the process during the Physical Therapy.,Claim
4853,7,I felt well-cared for during my Flu Shot procedure.,Counterclaim
4854,1,The staff made the X-ray Imaging process easy and stress-free.,Evidence
4855,7,Everything about the Flu Shot went smoothly and as expected.,Claim
4856,8,"The Dental Cleaning was done with precision, and I felt at ease.",Rebuttal
4857,8,The staff made the Dental Cleaning process easy and stress-free.,Rebuttal
4858,5,The Physical Therapy was conducted efficiently and professionally.,Rebuttal
4859,7,I appreciated the clarity of the process during the Flu Shot.,Evidence
4860,9,"I was not satisfied with the Mental Health Counseling results, it didn’t work for me.",Counterclaim
4861,4,I don’t think the Vaccination was necessary. It didn’t help at all.,Evidence
4862,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Evidence
4863,6,I had an awful experience with the MRI Scan. The staff was rude.,Evidence
4864,9,I had an awful experience with the Mental Health Counseling. The staff was rude.,Rebuttal
4865,7,My Flu Shot experience was frustrating. I had to wait for a long time.,Counterclaim
4866,7,Everything about the Flu Shot went smoothly and as expected.,Counterclaim
4867,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Evidence
4868,4,My Vaccination experience was frustrating. I had to wait for a long time.,Counterclaim
4869,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Claim
4870,9,I don’t think the Mental Health Counseling was necessary. It didn’t help at all.,Evidence
4871,7,I appreciated the clarity of the process during the Flu Shot.,Evidence
4872,1,"The X-ray Imaging was painful, and I wouldn't recommend it to anyone.",Claim
4873,8,I appreciated the clarity of the process during the Dental Cleaning.,Claim
4874,8,The Dental Cleaning was thorough and informative. Great service.,Claim
4875,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Rebuttal
4876,1,The staff made the X-ray Imaging process easy and stress-free.,Rebuttal
4877,4,"The Vaccination was done with precision, and I felt at ease.",Counterclaim
4878,2,Everything about the General Checkup went smoothly and as expected.,Evidence
4879,8,The staff made the Dental Cleaning process easy and stress-free.,Claim
4880,4,The Vaccination was conducted efficiently and professionally.,Rebuttal
4881,5,I had an awful experience with the Physical Therapy. The staff was rude.,Rebuttal
4882,6,"The MRI Scan was done with precision, and I felt at ease.",Evidence
4883,5,The staff made the Physical Therapy process easy and stress-free.,Claim
4884,8,Everything about the Dental Cleaning went smoothly and as expected.,Claim
4885,6,"The MRI Scan was painful, and I wouldn't recommend it to anyone.",Claim
4886,2,The General Checkup was thorough and informative. Great service.,Evidence
4887,4,I had an awful experience with the Vaccination. The staff was rude.,Evidence
4888,2,The General Checkup was thorough and informative. Great service.,Evidence
4889,1,The staff made the X-ray Imaging process easy and stress-free.,Rebuttal
4890,1,The staff made the X-ray Imaging process easy and stress-free.,Evidence
4891,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Evidence
4892,3,"The Blood Test was done with precision, and I felt at ease.",Counterclaim
4893,5,"The staff didn’t explain the Physical Therapy procedure well, which left me confused.",Rebuttal
4894,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Rebuttal
4895,5,I felt rushed through the Physical Therapy. It wasn’t personalized at all.,Counterclaim
4896,2,I appreciated the clarity of the process during the General Checkup.,Rebuttal
4897,5,Everything about the Physical Therapy went smoothly and as expected.,Evidence
4898,9,I appreciated the clarity of the process during the Mental Health Counseling.,Evidence
4899,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Rebuttal
4900,2,"The staff didn’t explain the General Checkup procedure well, which left me confused.",Counterclaim
4901,10,The Chiropractic Adjustment was thorough and informative. Great service.,Evidence
4902,7,My Flu Shot experience was frustrating. I had to wait for a long time.,Counterclaim
4903,6,"The staff didn’t explain the MRI Scan procedure well, which left me confused.",Evidence
4904,10,"I was not satisfied with the Chiropractic Adjustment results, it didn’t work for me.",Rebuttal
4905,8,I felt very comfortable during the Dental Cleaning. The procedure was seamless.,Claim
4906,6,"The MRI Scan was done with precision, and I felt at ease.",Claim
4907,1,"The X-ray Imaging was done with precision, and I felt at ease.",Counterclaim
4908,7,The Flu Shot was exactly what I needed to feel better.,Evidence
4909,9,I felt very comfortable during the Mental Health Counseling. The procedure was seamless.,Rebuttal
4910,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Counterclaim
4911,7,I felt well-cared for during my Flu Shot procedure.,Rebuttal
4912,7,"The Flu Shot took way too long, and I felt uncomfortable throughout.",Evidence
4913,3,"The Blood Test took way too long, and I felt uncomfortable throughout.",Counterclaim
4914,2,Everything about the General Checkup went smoothly and as expected.,Claim
4915,4,I felt well-cared for during my Vaccination procedure.,Evidence
4916,3,I don’t think the Blood Test was necessary. It didn’t help at all.,Claim
4917,5,Everything about the Physical Therapy went smoothly and as expected.,Evidence
4918,5,My Physical Therapy experience was frustrating. I had to wait for a long time.,Counterclaim
4919,9,Everything about the Mental Health Counseling went smoothly and as expected.,Rebuttal
4920,4,Everything about the Vaccination went smoothly and as expected.,Counterclaim
4921,10,The Chiropractic Adjustment didn't meet my expectations at all.,Claim
4922,10,"The staff didn’t explain the Chiropractic Adjustment procedure well, which left me confused.",Claim
4923,7,"I was not satisfied with the Flu Shot results, it didn’t work for me.",Evidence
4924,6,The MRI Scan was conducted efficiently and professionally.,Rebuttal
4925,4,Everything about the Vaccination went smoothly and as expected.,Rebuttal
4926,7,The Flu Shot was quick and painless. Highly recommend it.,Evidence
4927,9,"The staff didn’t explain the Mental Health Counseling procedure well, which left me confused.",Counterclaim
4928,7,"The Flu Shot took way too long, and I felt uncomfortable throughout.",Counterclaim
4929,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Rebuttal
4930,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Rebuttal
4931,5,I appreciated the clarity of the process during the Physical Therapy.,Claim
4932,7,"The Flu Shot was done with precision, and I felt at ease.",Counterclaim
4933,3,I appreciated the clarity of the process during the Blood Test.,Rebuttal
4934,2,I appreciated the clarity of the process during the General Checkup.,Counterclaim
4935,5,I appreciated the clarity of the process during the Physical Therapy.,Evidence
4936,10,"The staff didn’t explain the Chiropractic Adjustment procedure well, which left me confused.",Rebuttal
4937,4,I felt rushed through the Vaccination. It wasn’t personalized at all.,Counterclaim
4938,8,The Dental Cleaning was exactly what I needed to feel better.,Counterclaim
4939,7,My Flu Shot experience was frustrating. I had to wait for a long time.,Counterclaim
4940,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Counterclaim
4941,1,I had an awful experience with the X-ray Imaging. The staff was rude.,Rebuttal
4942,4,"I was not satisfied with the Vaccination results, it didn’t work for me.",Evidence
4943,10,The Chiropractic Adjustment didn't meet my expectations at all.,Rebuttal
4944,2,Everything about the General Checkup went smoothly and as expected.,Claim
4945,8,The Dental Cleaning was conducted efficiently and professionally.,Rebuttal
4946,6,I had an awful experience with the MRI Scan. The staff was rude.,Evidence
4947,6,The MRI Scan was thorough and informative. Great service.,Rebuttal
4948,8,I had a great experience with the Dental Cleaning. The staff was very helpful.,Counterclaim
4949,10,The staff made the Chiropractic Adjustment process easy and stress-free.,Evidence
4950,9,I felt rushed through the Mental Health Counseling. It wasn’t personalized at all.,Claim
4951,5,I don’t think the Physical Therapy was necessary. It didn’t help at all.,Claim
4952,7,The staff made the Flu Shot process easy and stress-free.,Claim
4953,8,I appreciated the clarity of the process during the Dental Cleaning.,Rebuttal
4954,3,I had a great experience with the Blood Test. The staff was very helpful.,Evidence
4955,1,"The staff didn’t explain the X-ray Imaging procedure well, which left me confused.",Evidence
4956,1,The X-ray Imaging was exactly what I needed to feel better.,Counterclaim
4957,4,The Vaccination was conducted efficiently and professionally.,Evidence
4958,10,"I was not satisfied with the Chiropractic Adjustment results, it didn’t work for me.",Rebuttal
4959,2,I don’t think the General Checkup was necessary. It didn’t help at all.,Evidence
4960,1,"The X-ray Imaging was done with precision, and I felt at ease.",Evidence
4961,1,"I was not satisfied with the X-ray Imaging results, it didn’t work for me.",Evidence
4962,3,The Blood Test was exactly what I needed to feel better.,Rebuttal
4963,10,"The Chiropractic Adjustment was done with precision, and I felt at ease.",Counterclaim
4964,6,I had an awful experience with the MRI Scan. The staff was rude.,Rebuttal
4965,1,The X-ray Imaging was quick and painless. Highly recommend it.,Counterclaim
4966,9,I felt very comfortable during the Mental Health Counseling. The procedure was seamless.,Rebuttal
4967,5,The Physical Therapy was quick and painless. Highly recommend it.,Counterclaim
4968,7,"The Flu Shot was done with precision, and I felt at ease.",Rebuttal
4969,1,"The X-ray Imaging was painful, and I wouldn't recommend it to anyone.",Rebuttal
4970,4,I appreciated the clarity of the process during the Vaccination.,Counterclaim
4971,2,I don’t think the General Checkup was necessary. It didn’t help at all.,Rebuttal
4972,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Evidence
4973,9,The Mental Health Counseling was conducted efficiently and professionally.,Evidence
